# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
363.0; 10.145; -35.7; 1337.6; 1787.0; -35.7; 2651.7; 3826.8; 2138.6; 1773.1; 2778.1; 2138.6; 2828.8; 4817.9
366.0; 10.233; -35.7; 1277.1; 1842.6; -35.7; 2406.1; 3728.5; 2344.9; 1683.7; 2886.8; 2344.9; 2576.2; 4772.8
369.0; 10.319; -35.7; 1202.2; 1906.7; -35.7; 2138.8; 3619.9; 2563.0; 1573.2; 3007.3; 2563.0; 2301.0; 4720.5
372.0; 10.405; -35.7; 1118.5; 1974.8; -35.7; 1875.5; 3509.8; 2776.3; 1446.9; 3130.7; 2776.3; 2023.6; 4665.6
375.0; 10.490; -35.7; 1041.5; 2036.8; -35.7; 1657.4; 3415.2; 2956.8; 1323.9; 3239.7; 2956.8; 1782.1; 4618.1
378.0; 10.574; -35.7; 994.2; 2078.8; -35.7; 1529.6; 3357.3; 3073.4; 1236.2; 3312.6; 3073.4; 1624.0; 4591.0
381.0; 10.657; -35.7; 990.1; 2092.4; -35.7; 1510.7; 3348.2; 3110.1; 1209.3; 3336.9; 3110.1; 1578.5; 4592.7
384.0; 10.739; -35.7; 1017.0; 2082.7; -35.7; 1570.9; 3378.7; 3081.4; 1239.4; 3321.3; 3081.4; 1631.0; 4617.3
387.0; 10.820; -35.7; 1023.5; 2077.3; -35.7; 1595.2; 3404.5; 3053.6; 1278.0; 3310.2; 3053.6; 1692.6; 4637.4
390.0; 10.900; -35.7; 1041.6; 2070.0; -35.7; 1639.9; 3431.7; 3026.9; 1308.1; 3297.5; 3026.9; 1745.0; 4659.1
393.0; 10.980; -35.7; 1062.3; 2062.5; -35.7; 1689.5; 3458.6; 3001.4; 1334.7; 3284.8; 3001.4; 1793.4; 4680.9
396.0; 11.059; -35.7; 1081.0; 2055.6; -35.7; 1735.8; 3484.4; 2976.9; 1360.4; 3273.0; 2976.9; 1840.3; 4701.8
399.0; 11.137; -35.7; 1080.4; 2061.0; -35.7; 1736.0; 3497.5; 2953.2; 1373.1; 3273.7; 2953.2; 1860.2; 4710.1
402.0; 11.215; -35.7; 1050.2; 2090.3; -35.7; 1661.0; 3486.4; 2930.4; 1352.3; 3298.4; 2930.4; 1815.9; 4694.5
405.0; 11.292; -35.7; 1005.9; 2137.6; -35.7; 1547.0; 3457.0; 2908.4; 1294.2; 3341.4; 2908.4; 1709.1; 4660.7
408.0; 11.369; -35.7; 952.3; 2195.2; -35.7; 1414.9; 3416.9; 2887.0; 1211.4; 3394.8; 2887.0; 1566.2; 4616.5
411.0; 11.445; -35.7; 891.6; 2256.4; -35.7; 1277.2; 3372.9; 2866.3; 1118.9; 3452.0; 2866.3; 1414.1; 4568.5
414.0; 11.521; -35.7; 828.5; 2316.0; -35.7; 1146.2; 3330.4; 2846.2; 1027.2; 3507.7; 2846.2; 1269.9; 4522.0
417.0; 11.596; -35.7; 767.0; 2371.1; -35.7; 1028.1; 3292.0; 2826.7; 941.8; 3559.0; 2826.7; 1141.3; 4479.9
420.0; 11.670; -35.7; 709.1; 2421.0; -35.7; 924.3; 3258.6; 2807.7; 864.5; 3605.3; 2807.7; 1029.1; 4442.9
423.0; 11.745; -35.7; 655.4; 2466.1; -35.7; 833.7; 3229.7; 2789.4; 794.9; 3646.9; 2789.4; 931.5; 4410.5
